cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,url
uid_000627,sha_544119,Springer,SARS-CoV-2: A Study of pandemic,10.2017/covid.627,,97082748.0,cc-by-nc,Objective: To assess disease severity during the COVID-19 pandemic. We present data from 2958 cases showing important implications for treatment.,2022-11-21,"Brown, Robert; Jones, Sarah; Williams, Mary; Jones, James; Jones, Michael; Jones, Robert; Jones, Emily; Smith, Jennifer",Science,https://doi.org/10.5382/covid.627
uid_000628,sha_838124,Springer,clinical in the Context of public health,10.3993/covid.628,,81165016.0,cc-by-nc,Background: Understanding immune response is crucial for pandemic response. Methods: We conducted a cohort study with 390 participants. Results: Our findings suggest effective prevention measures.,2022-11-23,"Rodriguez, Lisa; Davis, James",Journal of Virology,https://doi.org/10.7501/covid.628
uid_000629,sha_309991,arXiv,Understanding transmission: Implications for outbreak,10.6163/covid.629,PMC7651351,,cc-by,This study investigates the viral transmission dynamics in patients with COVID-19. We analyzed 2660 cases and found significant results regarding effective prevention measures.,2022-11-13,"Brown, Michael; Martinez, James",Journal of Virology,https://doi.org/10.3817/covid.629
uid_000630,sha_417049,bioRxiv,public health and COVID-19: A Comprehensive Review,10.4860/covid.630,,,cc-by-nc,Background: Understanding prevention strategies is crucial for pandemic response. Methods: We conducted a cross-sectional study with 4703 participants. Results: Our findings suggest effective prevention measures.,2022-02-09,"Davis, James; Garcia, David; Johnson, John; Miller, Jennifer; Williams, Emily; Miller, Michael; Garcia, James",Emerging Infectious Diseases,https://doi.org/10.7475/covid.630
uid_000631,sha_510602,CZI,viral infection: A Study of COVID-19,10.8240/covid.631,PMC8061081,89859873.0,cc-by,The prevention strategies of SARS-CoV-2 remains poorly understood. This research examines 4363 samples to elucidate improved patient outcomes.,2020-09-15,"Johnson, Robert; Rodriguez, Emily; Garcia, James",Emerging Infectious Diseases,https://doi.org/10.9906/covid.631
uid_000632,sha_281193,CZI,Understanding epidemiology: Implications for immunity,10.3940/covid.632,,69449016.0,no-cc,This study investigates the clinical outcomes in patients with COVID-19. We analyzed 3077 cases and found significant results regarding improved patient outcomes.,2023-06-28,"Johnson, James; Rodriguez, Lisa; Miller, David; Davis, David; Garcia, Robert",Cell,https://doi.org/10.2811/covid.632
uid_000633,sha_664639,CZI,public health: A Study of epidemiology,10.8229/covid.633,,81464278.0,cc-by,Background: Understanding therapeutic interventions is crucial for pandemic response. Methods: We conducted a retrospective study with 1399 participants. Results: Our findings suggest effective prevention measures.,2021-11-04,"Brown, David; Miller, Sarah; Smith, David; Johnson, Michael; Davis, David",Virology,https://doi.org/10.1191/covid.633
uid_000634,sha_372180,arXiv,Understanding coronavirus: Implications for immunity,10.7013/covid.634,,57507670.0,cc-by,Background: Understanding disease severity is crucial for pandemic response. Methods: We conducted a cross-sectional study with 2996 participants. Results: Our findings suggest critical factors affecting recovery.,2023-01-03,"Davis, John; Johnson, Robert; Martinez, Robert; Garcia, Mary; Miller, Jennifer; Davis, Lisa; Jones, David; Smith, James",Nature Medicine,https://doi.org/10.2613/covid.634
uid_000635,sha_463210,medRxiv,public health: A Study of diagnosis,10.4659/covid.635,,,cc-by-nc,,2022-02-19,"Williams, John; Davis, Jennifer; Davis, Emily; Williams, Lisa",Emerging Infectious Diseases,https://doi.org/10.1193/covid.635
uid_000636,sha_600763,medRxiv,diagnosis in the Context of vaccine,10.1111/covid.636,PMC8548737,15411998.0,cc-by,Background: Understanding immune response is crucial for pandemic response. Methods: We conducted a case-control study with 4305 participants. Results: Our findings suggest improved patient outcomes.,2023-02-26,"Smith, Robert; Jones, Lisa; Williams, Emily; Johnson, Emily",Virology,https://doi.org/10.3098/covid.636
uid_000637,sha_545715,PMC,public health and immunity: A Comprehensive Review,10.7334/covid.637,,35727131.0,cc0,The prevention strategies of SARS-CoV-2 remains poorly understood. This research examines 3949 samples to elucidate critical factors affecting recovery.,2020-11-17,"Davis, Michael; Martinez, Sarah",BMJ,https://doi.org/10.6032/covid.637
uid_000638,sha_871604,arXiv,COVID-19 in the Context of treatment,10.1682/covid.638,,26728470.0,no-cc,,2021-11-11,"Garcia, Mary; Brown, Michael; Martinez, David; Brown, Michael; Smith, Michael",The Lancet,https://doi.org/10.1614/covid.638
uid_000639,sha_930878,CZI,epidemiology in the Context of SARS-CoV-2,10.1124/covid.639,PMC1562315,,cc-by-nc,,2019-12-16,"Martinez, Sarah; Rodriguez, James; Brown, Sarah; Miller, Robert; Miller, John; Brown, John",JAMA,https://doi.org/10.5031/covid.639
uid_000640,sha_983856,Elsevier,Understanding immunity: Implications for epidemiology,10.9229/covid.640,PMC8122745,51589603.0,cc0,Objective: To assess diagnostic methods during the COVID-19 pandemic. We present data from 64 cases showing critical factors affecting recovery.,2021-05-09,"Davis, Emily; Johnson, Jennifer; Rodriguez, Jennifer",Cell,https://doi.org/10.5357/covid.640
uid_000641,sha_213645,WHO,COVID-19: A Study of public health,10.1502/covid.641,PMC1564653,,cc0,Objective: To assess therapeutic interventions during the COVID-19 pandemic. We present data from 2371 cases showing novel insights into disease progression.,2021-11-01,"Miller, David; Williams, Robert; Garcia, Emily; Johnson, Mary; Martinez, James",Vaccine,https://doi.org/10.1569/covid.641
uid_000642,sha_710459,PMC,COVID-19 and coronavirus: A Comprehensive Review,10.8096/covid.642,,,cc0,The epidemiological patterns of SARS-CoV-2 remains poorly understood. This research examines 1428 samples to elucidate effective prevention measures.,2020-04-04,"Smith, Lisa; Williams, Robert; Smith, Lisa",Clinical Infectious Diseases,https://doi.org/10.1114/covid.642
uid_000643,sha_473830,bioRxiv,treatment: A Study of respiratory disease,10.8503/covid.643,PMC4455914,,no-cc,Background: Understanding vaccine efficacy is crucial for pandemic response. Methods: We conducted a cohort study with 2947 participants. Results: Our findings suggest important implications for treatment.,2023-08-20,"Johnson, Michael; Brown, John; Brown, Mary; Jones, Mary; Smith, James; Smith, Lisa; Garcia, Michael; Johnson, Emily",New England Journal of Medicine,https://doi.org/10.7758/covid.643
uid_000644,sha_834479,Elsevier,public health: A Study of immunity,10.5651/covid.644,PMC2021011,53370770.0,cc0,Objective: To assess clinical outcomes during the COVID-19 pandemic. We present data from 3040 cases showing novel insights into disease progression.,2023-09-23,"Garcia, Michael; Rodriguez, Sarah; Williams, John; Davis, Robert; Davis, Sarah; Johnson, Robert; Jones, Jennifer",The Lancet,https://doi.org/10.7500/covid.644
uid_000645,sha_224047,Elsevier,epidemiology in the Context of vaccine,10.7421/covid.645,PMC2562214,87852774.0,cc-by-nc,Objective: To assess viral transmission dynamics during the COVID-19 pandemic. We present data from 3318 cases showing improved patient outcomes.,2023-10-17,"Williams, Jennifer; Miller, Sarah; Martinez, Lisa; Johnson, James; Jones, Robert",Nature,https://doi.org/10.2707/covid.645
uid_000646,sha_497515,medRxiv,coronavirus in the Context of vaccine,10.8802/covid.646,PMC4792501,,no-cc,The immune response of SARS-CoV-2 remains poorly understood. This research examines 278 samples to elucidate important implications for treatment.,2020-07-29,"Johnson, Michael; Davis, Robert; Brown, Michael; Miller, Robert; Johnson, John; Garcia, Emily",Vaccine,https://doi.org/10.9147/covid.646
uid_000647,sha_904922,WHO,SARS-CoV-2: A Study of respiratory disease,10.4027/covid.647,PMC4882014,12883350.0,no-cc,,2020-05-11,"Williams, David; Williams, David; Smith, David; Jones, Robert; Brown, Lisa; Smith, Lisa",Cell,https://doi.org/10.3393/covid.647
uid_000648,sha_210760,bioRxiv,Understanding transmission: Implications for coronavirus,10.7733/covid.648,,,cc-by-nc,Background: Understanding vaccine efficacy is crucial for pandemic response. Methods: We conducted a cohort study with 279 participants. Results: Our findings suggest significant correlations.,2019-12-06,"Martinez, Robert; Johnson, Emily; Brown, Emily; Martinez, Michael; Rodriguez, John",Nature Medicine,https://doi.org/10.3951/covid.648
uid_000649,sha_750737,Elsevier,Analysis of viral infection and vaccine,10.5393/covid.649,PMC5807542,65451992.0,no-cc,,2023-11-25,"Martinez, Robert; Davis, Mary; Garcia, John; Johnson, Mary; Jones, Sarah; Garcia, Jennifer; Williams, David",JAMA,https://doi.org/10.6395/covid.649
uid_000650,sha_528834,bioRxiv,immunity in the Context of epidemiology,10.6824/covid.650,,79299894.0,cc-by-nc,The immune response of SARS-CoV-2 remains poorly understood. This research examines 668 samples to elucidate significant correlations.,2020-01-20,"Davis, James; Johnson, James; Garcia, Jennifer",BMJ,https://doi.org/10.7228/covid.650
uid_000651,sha_513232,PMC,immunity: A Study of pandemic,10.9143/covid.651,,,cc0,The immune response of SARS-CoV-2 remains poorly understood. This research examines 4345 samples to elucidate improved patient outcomes.,2022-07-07,"Martinez, James; Jones, Lisa; Davis, John; Miller, Robert",Vaccine,https://doi.org/10.5010/covid.651
uid_000652,sha_580072,arXiv,Analysis of public health and SARS-CoV-2,10.3885/covid.652,PMC5974231,34454761.0,cc-by-nc,Background: Understanding disease severity is crucial for pandemic response. Methods: We conducted a cohort study with 3066 participants. Results: Our findings suggest effective prevention measures.,2022-11-14,"Johnson, Jennifer; Brown, John; Smith, Sarah; Rodriguez, Mary; Smith, David; Williams, Lisa",PLOS ONE,https://doi.org/10.5608/covid.652
uid_000653,sha_738397,arXiv,Understanding coronavirus: Implications for clinical,10.9458/covid.653,PMC2893511,20325512.0,no-cc,This study investigates the vaccine efficacy in patients with COVID-19. We analyzed 1029 cases and found significant results regarding improved patient outcomes.,2021-07-10,"Garcia, Mary; Smith, David",JAMA,https://doi.org/10.6536/covid.653
uid_000654,sha_526440,Springer,Analysis of outbreak and treatment,10.6912/covid.654,PMC6381535,,cc-by-nc,Objective: To assess diagnostic methods during the COVID-19 pandemic. We present data from 4015 cases showing novel insights into disease progression.,2020-04-29,"Davis, Sarah; Garcia, Michael; Davis, Lisa; Garcia, David",Science,https://doi.org/10.3069/covid.654
uid_000655,sha_164055,WHO,Understanding pandemic: Implications for SARS-CoV-2,10.2796/covid.655,,,cc0,Background: Understanding prevention strategies is crucial for pandemic response. Methods: We conducted a cross-sectional study with 1249 participants. Results: Our findings suggest novel insights into disease progression.,2023-05-09,"Johnson, Jennifer; Johnson, Mary; Jones, David; Smith, Lisa; Davis, Mary; Brown, Jennifer",PLOS ONE,https://doi.org/10.2423/covid.655
uid_000656,sha_909586,Elsevier,outbreak and COVID-19: A Comprehensive Review,10.5157/covid.656,,,no-cc,Objective: To assess prevention strategies during the COVID-19 pandemic. We present data from 1091 cases showing important implications for treatment.,2020-09-03,"Williams, Emily; Davis, Jennifer; Garcia, Jennifer; Jones, Sarah; Garcia, Robert; Miller, James",Vaccine,https://doi.org/10.4093/covid.656
uid_000657,sha_981313,WHO,Understanding epidemiology: Implications for treatment,10.2698/covid.657,,53910845.0,cc-by,Background: Understanding vaccine efficacy is crucial for pandemic response. Methods: We conducted a prospective study with 1327 participants. Results: Our findings suggest effective prevention measures.,2020-05-04,"Smith, Mary; Martinez, Emily; Smith, Mary; Smith, James; Johnson, James",PLOS ONE,https://doi.org/10.2609/covid.657
uid_000658,sha_181396,arXiv,Analysis of pandemic and epidemiology,10.8707/covid.658,PMC3755213,65504064.0,cc-by-nc,This study investigates the disease severity in patients with COVID-19. We analyzed 1847 cases and found significant results regarding effective prevention measures.,2020-04-03,"Martinez, David; Jones, Robert; Garcia, Sarah; Rodriguez, Robert",Science,https://doi.org/10.5110/covid.658
uid_000659,sha_522858,CZI,Analysis of treatment and respiratory disease,10.6188/covid.659,,31198277.0,no-cc,,2023-08-05,"Miller, Michael; Johnson, James",Journal of Virology,https://doi.org/10.4957/covid.659
uid_000660,sha_992909,arXiv,viral infection and respiratory disease: A Comprehensive Review,10.4674/covid.660,PMC9745278,,cc-by,This study investigates the prevention strategies in patients with COVID-19. We analyzed 4228 cases and found significant results regarding critical factors affecting recovery.,2020-01-04,"Martinez, James; Rodriguez, James",PLOS ONE,https://doi.org/10.4384/covid.660
uid_000661,sha_661898,bioRxiv,Understanding SARS-CoV-2: Implications for transmission,10.6637/covid.661,,47586785.0,no-cc,The diagnostic methods of SARS-CoV-2 remains poorly understood. This research examines 1260 samples to elucidate novel insights into disease progression.,2023-06-22,"Jones, Mary; Brown, Robert; Rodriguez, Robert; Williams, Emily; Williams, Robert; Garcia, James; Brown, Mary; Miller, Michael",Science,https://doi.org/10.5193/covid.661
uid_000662,sha_981205,PMC,Understanding viral infection: Implications for vaccine,10.1441/covid.662,PMC7349969,76838339.0,cc-by-nc,This study investigates the clinical outcomes in patients with COVID-19. We analyzed 1568 cases and found significant results regarding novel insights into disease progression.,2022-09-02,"Brown, Jennifer; Johnson, Lisa; Johnson, James; Miller, John; Jones, David; Davis, John",Cell,https://doi.org/10.6925/covid.662
uid_000663,sha_601907,medRxiv,clinical and COVID-19: A Comprehensive Review,10.4890/covid.663,PMC3176488,64903580.0,no-cc,Objective: To assess epidemiological patterns during the COVID-19 pandemic. We present data from 3470 cases showing effective prevention measures.,2020-01-15,"Rodriguez, Robert; Jones, Sarah; Jones, Mary; Garcia, Michael",Science,https://doi.org/10.7434/covid.663
uid_000664,sha_648971,WHO,Analysis of transmission and pandemic,10.5330/covid.664,PMC8109820,,cc0,The vaccine efficacy of SARS-CoV-2 remains poorly understood. This research examines 1299 samples to elucidate novel insights into disease progression.,2023-01-01,"Johnson, Lisa; Davis, Sarah; Garcia, Lisa",New England Journal of Medicine,https://doi.org/10.5930/covid.664
